id,小区名称,所在区域,总价,单价,房屋户型,所在楼层,建筑面积,户型结构,套内面积,建筑类型,房屋朝向,建筑结构,装修情况,梯户比例,供暖方式,配备电梯,产权年限,挂牌时间,交易权属,上次交易,房屋用途,房屋年限,产权所属,抵押信息,房本备件
8417,三环新城8号院,丰台,599,54145元/平米,3室1厅1厨1卫,低楼层 (共22层),110.63㎡,平层,90.24㎡,板楼,南 北,钢混结构,精装,两梯四户,自供暖,有,70年,2018-10-19,一类经济适用房,2008-07-15,普通住宅,满五年,非共有,"
                                有抵押 25万元 建行
                              ",已上传房本照片
8418,建功南里,西城,1008,87288元/平米,3室1厅1厨2卫,中楼层 (共18层),115.48㎡,平层,88.15㎡,塔楼,东 西 北,钢混结构,简装,两梯六户,集中供暖,有,70年,2018-04-06,央产房,2006-07-10,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
8419,兴海园,大兴,325,35758元/平米,2室2厅1厨1卫,中楼层 (共6层),90.89㎡,平层,81.39㎡,板楼,南 北,砖混结构,简装,一梯两户,集中供暖,无,70年,2019-09-18,商品房,2003-12-24,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
8420,玉桥南里,通州,420,38148元/平米,3室2厅1厨2卫,顶层 (共6层),110.1㎡,平层,暂无数据,板楼,南 北,混合结构,精装,一梯两户,集中供暖,无,70年,2019-08-03,商品房,2011-01-06,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
8421,龙泉花园,门头沟,240,37378元/平米,2室1厅1厨1卫,高楼层 (共6层),64.21㎡,平层,暂无数据,板楼,南 北,混合结构,精装,一梯三户,集中供暖,无,70年,2019-06-01,商品房,2017-07-13,普通住宅,满两年,共有,"
                                有抵押 50万元
                              ",已上传房本照片
8422,幸福西区,顺义,320,44248元/平米,2室1厅1厨1卫,中楼层 (共24层),72.32㎡,平层,56.87㎡,塔楼,南,混合结构,其他,三梯八户,集中供暖,有,70年,2019-11-28,已购公房,2003-08-04,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
8423,顺驰领海,大兴,600,48031元/平米,3室1厅1厨2卫,底层 (共7层),124.92㎡,平层,104.01㎡,板楼,南 北,钢混结构,简装,一梯两户,集中供暖,有,70年,2019-08-04,商品房,2014-04-17,普通住宅,满五年,非共有,"
                                有抵押 70万元 建设银行 客户偿还
                              ",已上传房本照片
8424,茗筑,西城,720,73945元/平米,2室1厅1厨1卫,低楼层 (共27层),97.37㎡,平层,76.38㎡,塔楼,东南 北,钢混结构,简装,三梯九户,集中供暖,有,70年,2019-01-05,商品房,2009-08-19,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
8425,丽泽雅园,丰台,890,69510元/平米,3室1厅1厨2卫,高楼层 (共24层),128.04㎡,平层,103㎡,塔楼,东 南,钢混结构,精装,三梯十户,自供暖,有,70年,2019-02-23,商品房,2009-10-15,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
8426,大峪南路,门头沟,136,37653元/平米,1室0厅1厨1卫,顶层 (共5层),36.12㎡,平层,暂无数据,板楼,南,混合结构,简装,一梯三户,集中供暖,无,70年,2019-11-30,商品房,2011-06-30,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
8427,天通苑本二区,昌平,435,43010元/平米,3室1厅1厨1卫,底层 (共6层),101.14㎡,平层,暂无数据,板楼,南 北,混合结构,精装,一梯两户,集中供暖,无,70年,2019-09-10,商品房,2014-08-14,普通住宅,满五年,非共有,"
                                有抵押 60万元 农行 客户偿还
                              ",已上传房本照片
8428,南宫,门头沟,203,37649元/平米,2室1厅1厨1卫,顶层 (共2层),53.92㎡,平层,暂无数据,暂无数据,南 北,未知结构,简装,一梯一户,集中供暖,暂无数据,70年,2019-10-27,商品房,2015-05-15,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片
8429,新城乐居,通州,299,47431元/平米,1室1厅1厨1卫,底层 (共28层),63.04㎡,平层,48.66㎡,板塔结合,南,钢混结构,简装,两梯四户,集中供暖,有,70年,2018-11-14,定向安置房,2013-11-12,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
8430,蓝海苑,顺义,510,45765元/平米,2室2厅1厨1卫,中楼层 (共11层),111.44㎡,平层,96.49㎡,板楼,南 北,钢混结构,其他,一梯两户,集中供暖,有,70年,2019-12-07,商品房,2019-12-06,普通住宅,未满两年,非共有,"
                                无抵押
                              ",已上传房本照片
8431,金融街融汇,大兴,319,41290元/平米,2室1厅1厨1卫,中楼层 (共26层),77.26㎡,平层,58.91㎡,板楼,南,钢混结构,精装,两梯五户,集中供暖,有,70年,2019-11-28,商品房,2014-10-17,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
8432,新龙城,昌平,528,51913元/平米,2室1厅1厨2卫,中楼层 (共8层),101.71㎡,平层,81.55㎡,板楼,南 北,钢混结构,精装,一梯两户,自供暖,有,70年,2019-12-07,商品房,2015-10-10,普通住宅,满两年,非共有,"
                                有抵押 184万元 客户偿还
                              ",已上传房本照片
8433,玉兴园,石景山,1070,79881元/平米,3室2厅1厨2卫,中楼层 (共6层),133.95㎡,平层,123.43㎡,板楼,南 北,钢混结构,精装,一梯两户,集中供暖,无,70年,2017-12-11,商品房,2015-05-26,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片
8434,世华龙樾二期,海淀,1530,87820元/平米,3室2厅1厨3卫,低楼层 (共9层),174.22㎡,平层,145.67㎡,板楼,南 北,钢混结构,精装,一梯两户,集中供暖,有,70年,2019-11-26,商品房,2017-01-17,普通住宅,满两年,非共有,"
                                有抵押 540万元 北京银行
                              ",已上传房本照片
8435,香花畦家园,顺义,680,42916元/平米,4室2厅1厨2卫,顶层 (共6层),158.45㎡,平层,138.67㎡,板楼,南 北,钢混结构,精装,一梯两户,自供暖,有,70年,2018-05-24,商品房,2015-07-25,普通住宅,满两年,共有,"
                                无抵押
                              ",已上传房本照片
8436,小井润园一区,丰台,890,59957元/平米,3室2厅1厨2卫,高楼层 (共9层),148.44㎡,平层,126.58㎡,板楼,南 北,钢混结构,其他,一梯两户,自供暖,有,70年,2018-09-18,二类经济适用房,2012-02-17,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
8437,八角中里,石景山,305,52227元/平米,2室1厅1厨1卫,低楼层 (共6层),58.4㎡,平层,暂无数据,板楼,南 北,混合结构,精装,一梯两户,集中供暖,无,70年,2019-12-04,商品房,2014-07-04,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
8438,西成忆树,石景山,825,49931元/平米,4室1厅1厨2卫,中楼层 (共18层),165.23㎡,平层,133.59㎡,板塔结合,东 南 北,钢混结构,简装,一梯两户,集中供暖,有,70年,2019-09-08,商品房,2008-07-09,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
8439,新桥家园,门头沟,490,34087元/平米,3室1厅1厨2卫,低楼层 (共24层),143.75㎡,平层,暂无数据,塔楼,南,钢混结构,其他,三梯十户,集中供暖,有,70年,2019-04-04,商品房,2005-09-21,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
8440,长阳半岛1号院,房山,375,41723元/平米,2室1厅1厨1卫,低楼层 (共21层),89.88㎡,平层,68.64㎡,塔楼,南,钢混结构,精装,两梯四户,集中供暖,有,70年,2019-03-11,商品房,2013-01-18,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片
8441,京汉旭城,石景山,515,57001元/平米,2室2厅1厨1卫,低楼层 (共16层),90.35㎡,平层,71.58㎡,板楼,南 北,钢混结构,简装,一梯两户,集中供暖,有,70年,2019-11-04,商品房,2012-01-21,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
8442,广安门外南街,西城,820,84650元/平米,3室1厅1厨1卫,中楼层 (共14层),96.87㎡,平层,69.59㎡,板塔结合,南 北,钢混结构,精装,两梯十一户,集中供暖,有,70年,2019-05-01,已购公房,2007-12-11,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
8443,原香小镇二区,房山,335,37083元/平米,3室1厅1厨1卫,中楼层 (共6层),90.34㎡,平层,75.03㎡,板楼,南 北,钢混结构,简装,一梯两户,自供暖,有,70年,2019-07-11,商品房,2012-08-02,普通住宅,满五年,非共有,"
                                有抵押 48万元 工行 业主自还
                              ",已上传房本照片
8444,一瓶,西城,1220,100844元/平米,2室1厅1厨1卫,中楼层 (共13层),120.98㎡,平层,99.75㎡,板塔结合,北,钢混结构,简装,一梯四户,集中供暖,有,70年,2019-01-13,商品房,2011-08-09,普通住宅,满五年,非共有,"
                                有抵押 70万元 交通银行股份有限公司北京东单支行 业主自还
                              ",已上传房本照片
8445,东中街,东城,1798,89556元/平米,4室1厅1厨3卫,中楼层 (共9层),200.77㎡,复式,暂无数据,板塔结合,南 北,钢混结构,精装,三梯三十三户,集中供暖,有,70年,2019-08-27,私产,2007-03-28,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
8446,模式口西里,石景山,285,38000元/平米,3室1厅1厨1卫,中楼层 (共16层),75㎡,平层,51.91㎡,塔楼,南 北,钢混结构,简装,两梯七户,集中供暖,有,70年,2019-12-07,商品房,2016-04-18,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片
8447,三环新城7号院,丰台,568,54189元/平米,2室1厅1厨1卫,高楼层 (共15层),104.82㎡,平层,85.76㎡,塔楼,南,钢混结构,精装,两梯六户,自供暖,有,70年,2019-11-16,商品房,2019-11-07,普通住宅,未满两年,非共有,"
                                无抵押
                              ",已上传房本照片
8448,芳古园一区,丰台,560,67715元/平米,2室1厅1厨1卫,中楼层 (共14层),82.7㎡,平层,暂无数据,板塔结合,南 北,钢混结构,简装,两梯七户,集中供暖,有,70年,2019-10-10,已购公房,2005-08-08,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
8449,聚兴园,石景山,625,55086元/平米,3室1厅1厨2卫,中楼层 (共15层),113.46㎡,平层,93.56㎡,板楼,南 北,钢混结构,简装,一梯两户,集中供暖,有,70年,2019-06-19,商品房,2007-07-09,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
8450,测绘院宿舍,海淀,389,77491元/平米,2室1厅1厨1卫,中楼层 (共5层),50.2㎡,平层,暂无数据,板楼,南,混合结构,简装,一梯三户,集中供暖,无,70年,2019-09-18,已购公房,2019-09-11,普通住宅,未满两年,共有,"
                                无抵押
                              ",已上传房本照片
8451,皓月园,门头沟,229,39307元/平米,2室1厅1厨1卫,中楼层 (共14层),58.26㎡,平层,46.26㎡,板塔结合,西,钢混结构,简装,两梯十六户,集中供暖,有,70年,2019-08-04,商品房,2007-06-01,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
8452,徜徉嘉园8号院,房山,620,43854元/平米,3室2厅1厨2卫,低楼层 (共18层),141.38㎡,平层,110.39㎡,板楼,南 北,钢混结构,精装,两梯两户,集中供暖,有,70年,2019-11-16,商品房,2016-09-09,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片
